ts	name	script	perm	status	gates	wall_sec	blif_path	notes
2026-04-25T16:22:26	ss_(0, 1, 3, 5, 4, 2, 6, 7)	fast	0,0.5,1.5,3,2,1,4,6,-0,-0.5,-1.5,-3,-2,-1,-4,-6	ok	226	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 4, 2, 6, 7).blif	
2026-04-25T16:22:26	ss_(0, 1, 3, 5, 4, 2, 7, 6)	fast	0,0.5,1.5,3,2,1,6,4,-0,-0.5,-1.5,-3,-2,-1,-6,-4	ok	220	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 4, 2, 7, 6).blif	
2026-04-25T16:22:27	ss_(0, 1, 3, 5, 4, 6, 2, 7)	fast	0,0.5,1.5,3,2,4,1,6,-0,-0.5,-1.5,-3,-2,-4,-1,-6	ok	224	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 4, 6, 2, 7).blif	
2026-04-25T16:22:27	ss_(0, 1, 3, 5, 4, 6, 7, 2)	fast	0,0.5,1.5,3,2,4,6,1,-0,-0.5,-1.5,-3,-2,-4,-6,-1	ok	234	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 4, 6, 7, 2).blif	
2026-04-25T16:22:27	ss_(0, 1, 3, 5, 4, 7, 2, 6)	fast	0,0.5,1.5,3,2,6,1,4,-0,-0.5,-1.5,-3,-2,-6,-1,-4	ok	231	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 4, 7, 2, 6).blif	
2026-04-25T16:22:28	ss_(0, 1, 3, 5, 4, 7, 6, 2)	fast	0,0.5,1.5,3,2,6,4,1,-0,-0.5,-1.5,-3,-2,-6,-4,-1	ok	250	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 4, 7, 6, 2).blif	
2026-04-25T16:22:28	ss_(0, 1, 3, 5, 6, 2, 4, 7)	fast	0,0.5,1.5,3,4,1,2,6,-0,-0.5,-1.5,-3,-4,-1,-2,-6	ok	220	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 6, 2, 4, 7).blif	
2026-04-25T16:22:28	ss_(0, 1, 3, 5, 6, 2, 7, 4)	fast	0,0.5,1.5,3,4,1,6,2,-0,-0.5,-1.5,-3,-4,-1,-6,-2	ok	227	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 6, 2, 7, 4).blif	
2026-04-25T16:22:28	ss_(0, 1, 3, 5, 6, 4, 2, 7)	fast	0,0.5,1.5,3,4,2,1,6,-0,-0.5,-1.5,-3,-4,-2,-1,-6	ok	215	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 6, 4, 2, 7).blif	
2026-04-25T16:22:29	ss_(0, 1, 3, 5, 6, 4, 7, 2)	fast	0,0.5,1.5,3,4,2,6,1,-0,-0.5,-1.5,-3,-4,-2,-6,-1	ok	217	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 6, 4, 7, 2).blif	
2026-04-25T16:22:29	ss_(0, 1, 3, 5, 6, 7, 2, 4)	fast	0,0.5,1.5,3,4,6,1,2,-0,-0.5,-1.5,-3,-4,-6,-1,-2	ok	218	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 6, 7, 2, 4).blif	
2026-04-25T16:22:29	ss_(0, 1, 3, 5, 6, 7, 4, 2)	fast	0,0.5,1.5,3,4,6,2,1,-0,-0.5,-1.5,-3,-4,-6,-2,-1	ok	221	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 6, 7, 4, 2).blif	
2026-04-25T16:22:29	ss_(0, 1, 3, 5, 7, 2, 4, 6)	fast	0,0.5,1.5,3,6,1,2,4,-0,-0.5,-1.5,-3,-6,-1,-2,-4	ok	225	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 7, 2, 4, 6).blif	
2026-04-25T16:22:30	ss_(0, 1, 3, 5, 7, 2, 6, 4)	fast	0,0.5,1.5,3,6,1,4,2,-0,-0.5,-1.5,-3,-6,-1,-4,-2	ok	236	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 7, 2, 6, 4).blif	
2026-04-25T16:22:30	ss_(0, 1, 3, 5, 7, 4, 2, 6)	fast	0,0.5,1.5,3,6,2,1,4,-0,-0.5,-1.5,-3,-6,-2,-1,-4	ok	223	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 7, 4, 2, 6).blif	
2026-04-25T16:22:30	ss_(0, 1, 3, 5, 7, 4, 6, 2)	fast	0,0.5,1.5,3,6,2,4,1,-0,-0.5,-1.5,-3,-6,-2,-4,-1	ok	225	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 7, 4, 6, 2).blif	
2026-04-25T16:22:31	ss_(0, 1, 3, 5, 7, 6, 2, 4)	fast	0,0.5,1.5,3,6,4,1,2,-0,-0.5,-1.5,-3,-6,-4,-1,-2	ok	232	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 7, 6, 2, 4).blif	
2026-04-25T16:22:31	ss_(0, 1, 3, 5, 7, 6, 4, 2)	fast	0,0.5,1.5,3,6,4,2,1,-0,-0.5,-1.5,-3,-6,-4,-2,-1	ok	226	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 5, 7, 6, 4, 2).blif	
2026-04-25T16:22:31	ss_(0, 1, 3, 6, 2, 4, 5, 7)	fast	0,0.5,1.5,4,1,2,3,6,-0,-0.5,-1.5,-4,-1,-2,-3,-6	ok	227	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 6, 2, 4, 5, 7).blif	
2026-04-25T16:22:31	ss_(0, 1, 3, 6, 2, 4, 7, 5)	fast	0,0.5,1.5,4,1,2,6,3,-0,-0.5,-1.5,-4,-1,-2,-6,-3	ok	227	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 6, 2, 4, 7, 5).blif	
2026-04-25T16:22:32	ss_(0, 1, 3, 6, 2, 5, 4, 7)	fast	0,0.5,1.5,4,1,3,2,6,-0,-0.5,-1.5,-4,-1,-3,-2,-6	ok	231	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 6, 2, 5, 4, 7).blif	
2026-04-25T16:22:32	ss_(0, 1, 3, 6, 2, 5, 7, 4)	fast	0,0.5,1.5,4,1,3,6,2,-0,-0.5,-1.5,-4,-1,-3,-6,-2	ok	236	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 6, 2, 5, 7, 4).blif	
2026-04-25T16:22:32	ss_(0, 1, 3, 6, 2, 7, 4, 5)	fast	0,0.5,1.5,4,1,6,2,3,-0,-0.5,-1.5,-4,-1,-6,-2,-3	ok	225	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 6, 2, 7, 4, 5).blif	
2026-04-25T16:22:33	ss_(0, 1, 3, 6, 2, 7, 5, 4)	fast	0,0.5,1.5,4,1,6,3,2,-0,-0.5,-1.5,-4,-1,-6,-3,-2	ok	235	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 6, 2, 7, 5, 4).blif	
2026-04-25T16:22:33	ss_(0, 1, 3, 6, 4, 2, 5, 7)	fast	0,0.5,1.5,4,2,1,3,6,-0,-0.5,-1.5,-4,-2,-1,-3,-6	ok	216	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 6, 4, 2, 5, 7).blif	
2026-04-25T16:22:33	ss_(0, 1, 3, 6, 4, 2, 7, 5)	fast	0,0.5,1.5,4,2,1,6,3,-0,-0.5,-1.5,-4,-2,-1,-6,-3	ok	228	0.2	/Users/alanschwartz/Downloads/Projects/FP4 Mul/synth_artifacts/ss_(0, 1, 3, 6, 4, 2, 7, 5).blif	
